tx_index,tx_hash,block_index,source,sent,burned,earned
0,685623401c3f5e9d2eaaf0657a50454e56a270ee7630d409e98d3bc257560098,278319,1Pcpxw6wJwXABhjCspe3CNf3gqSeh6eien,50000,50000,74959091
